timestamp,mac,rawData
2025-08-23T21:58:44.663Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFF600F31CA91D0000C3
2025-08-23T21:58:44.562Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFFB00FA1CA91D0000C3
2025-08-23T21:58:44.360Z,C300001DA91C,0201060303E1FF1216E1FFA103640005FFF400FA1CA91D0000C3
2025-08-23T21:58:44.259Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFFE01001CA91D0000C3
2025-08-23T21:58:44.107Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFF400FA1CA91D0000C3
2025-08-23T21:58:44.107Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFF100F51CA91D0000C3
2025-08-23T21:58:43.814Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFF600F81CA91D0000C3
2025-08-23T21:57:48.256Z,C300001DA912,0201060303E1FF1216E1FFA1036400050002FEFE12A91D0000C3
2025-08-23T21:57:48.155Z,C300001DA912,0201060303E1FF1216E1FFA1036400350002FEF412A91D0000C3
2025-08-23T21:57:48.064Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FF0012A91D0000C3
2025-08-23T21:57:47.812Z,C300001DA912,0201060303E1FF1216E1FFA103640011FFFEFF0012A91D0000C3
2025-08-23T21:57:47.762Z,C300001DA912,0201060303E1FF1216E1FFA10364000CFFFEFEF912A91D0000C3
2025-08-23T21:57:47.661Z,C300001DA912,0201060303E1FF1216E1FFA103640007FFFEFEFE12A91D0000C3
2025-08-23T21:57:47.509Z,C300001DA912,0201060303E1FF1216E1FFA103640000FFF9FEF412A91D0000C3
2025-08-23T21:57:47.358Z,C300001DA912,0201060303E1FF1216E1FFA10364001C0011FE9012A91D0000C3
2025-08-23T20:58:27.357Z,C300001DA91C,0201060303E1FF1216E1FFA10364FFFBFFEF00F51CA91D0000C3
2025-08-23T20:58:27.155Z,C300001DA912,0201060303E1FF1216E1FFA103640019000FFEF612A91D0000C3
2025-08-23T20:58:27.155Z,C300001DA91C,0201060303E1FF1216E1FFA10364FFF9FFF600F81CA91D0000C3
2025-08-23T20:58:27.105Z,C300001DA912,0201060303E1FF1216E1FFA103640011001CFEFE12A91D0000C3
2025-08-23T20:58:27.105Z,C300001DA91C,0201060303E1FF1216E1FFA10364FFF1000001001CA91D0000C3
2025-08-23T20:58:26.963Z,C300001DA912,0201060303E1FF1216E1FFA10364FFF1005CFEFE12A91D0000C3
2025-08-23T20:58:26.913Z,C300001DA91C,0201060303E1FF1216E1FFA103640028006301231CA91D0000C3
2025-08-23T20:43:15.114Z,C300001DA912,0201060303E1FF1216E1FFA103640002FFF9FEF412A91D0000C3
2025-08-23T20:43:14.963Z,C300001DA912,0201060303E1FF1216E1FFA10364FFF6FFFBFF0012A91D0000C3
2025-08-23T20:43:14.812Z,C300001DA912,0201060303E1FF1216E1FFA10364004A000AFF9512A91D0000C3
2025-08-23T00:15:02.461Z,C300001DA912,0201060303E1FF1216E1FFA103640014FFFEFEF112A91D0000C3
2025-08-23T00:15:02.309Z,C300001DA91C,0201060303E1FF1216E1FFA103640000FFF900EB1CA91D0000C3
2025-08-23T00:07:01.608Z,C300001DA912,0201060303E1FF1216E1FFA103640011FFFEFEFE12A91D0000C3
2025-08-23T00:07:01.406Z,C300001DA912,0201060303E1FF1216E1FFA103640051FFE9FEDF12A91D0000C3
2025-08-23T00:07:01.164Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FEFB12A91D0000C3
2025-08-23T00:06:29.506Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FEF912A91D0000C3
2025-08-23T00:06:29.264Z,C300001DA912,0201060303E1FF1216E1FFA103640005000CFF1512A91D0000C3
2025-08-23T00:06:29.264Z,C300001DA912,0201060303E1FF1216E1FFA10364000A0007FF0812A91D0000C3
2025-08-23T00:06:28.355Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF0B00D1490000C3
2025-08-23T00:06:28.113Z,C3000049D100,0201060303E1FF1216E1FFA10364FFFE000AFF0300D1490000C3
2025-08-23T00:06:28.012Z,C3000049D100,0201060303E1FF1216E1FFA1036400020040FF1D00D1490000C3
2025-08-23T00:06:28.012Z,C3000049D100,0201060303E1FF1216E1FFA10364FFF90000FF0B00D1490000C3
2025-08-23T00:05:54.414Z,C3000049D100,0201060303E1FF1216E1FFA103640000000AFF0D00D1490000C3
2025-08-23T00:05:54.263Z,C3000049D100,0201060303E1FF1216E1FFA1036400070002FF0800D1490000C3
2025-08-23T00:05:54.162Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF1200D1490000C3
2025-08-23T00:05:50.408Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF0B00D1490000C3
2025-08-23T00:05:50.307Z,C3000049D100,0201060303E1FF1216E1FFA1036400020007FF1000D1490000C3
2025-08-23T00:05:50.307Z,C3000049D100,0201060303E1FF1216E1FFA1036400000005FF0B00D1490000C3
2025-08-23T00:05:50.105Z,C3000049D100,0201060303E1FF1216E1FFA1036400020007FF0B00D1490000C3
2025-08-23T00:05:50.014Z,C3000049D100,0201060303E1FF1216E1FFA10364FFEFFFF6FEF100D1490000C3
2025-08-23T00:05:50.014Z,C3000049D100,0201060303E1FF1216E1FFA103640002000AFF0B00D1490000C3
2025-08-23T00:05:49.812Z,C3000049D100,0201060303E1FF1216E1FFA1036400000005FF1D00D1490000C3
2025-08-23T00:03:19.261Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFE400FD1CA91D0000C3
2025-08-23T00:03:19.261Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFF600F81CA91D0000C3
2025-08-23T00:03:19.110Z,C300001DA91C,0201060303E1FF1216E1FFA103640097008001781CA91D0000C3
2025-08-23T00:03:15.658Z,C300001DA912,0201060303E1FF1216E1FFA10364000F0000FEFE12A91D0000C3
2025-08-23T00:03:15.506Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FEFB12A91D0000C3
2025-08-23T00:03:15.355Z,C300001DA912,0201060303E1FF1216E1FFA10364000AFFFEFEF912A91D0000C3
2025-08-23T00:03:15.264Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FF0312A91D0000C3
2025-08-23T00:03:15.163Z,C300001DA912,0201060303E1FF1216E1FFA10364003A001EFE6F12A91D0000C3
2025-08-23T00:03:15.163Z,C300001DA912,0201060303E1FF1216E1FFA10364000CFFE7FEDF12A91D0000C3
2025-08-22T23:32:11.309Z,C3000049D100,0201060303E1FF1216E1FFA1036400000005FF0B00D1490000C3
2025-08-22T21:30:39.509Z,C300001DA912,0201060303E1FF1216E1FFA103640011FFF9FEF612A91D0000C3
2025-08-22T21:30:39.206Z,C300001DA912,0201060303E1FF1216E1FFA103640023FFE4FF5212A91D0000C3
2025-08-22T21:30:38.863Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFE900F01CA91D0000C3
2025-08-22T21:30:38.863Z,C3000049D100,0201060303E1FF1216E1FFA1036400000011FF0800D1490000C3
2025-08-22T21:30:38.762Z,C3000049D100,0201060303E1FF1216E1FFA103640000000AFF0600D1490000C3
2025-08-22T21:30:38.762Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFF900F51CA91D0000C3
2025-08-22T21:30:38.762Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF0B00D1490000C3
2025-08-22T21:30:38.611Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF0B00D1490000C3
2025-08-22T21:30:38.611Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFF600F81CA91D0000C3
2025-08-22T21:30:38.459Z,C3000049D100,0201060303E1FF1216E1FFA103640000000AFF0B00D1490000C3
2025-08-22T21:30:38.459Z,C300001DA91C,0201060303E1FF1216E1FFA103640005FFF900F01CA91D0000C3
2025-08-22T21:30:38.257Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFF400F81CA91D0000C3
2025-08-22T21:30:38.207Z,C3000049D100,0201060303E1FF1216E1FFA103640000FFE2FF2400D1490000C3
2025-08-22T21:30:38.207Z,C300001DA91C,0201060303E1FF1216E1FFA10364000CFFEF00E81CA91D0000C3
2025-08-22T21:30:38.106Z,C3000049D100,0201060303E1FF1216E1FFA10364003DFFDDFE6400D1490000C3
2025-08-22T21:30:38.106Z,C300001DA91C,0201060303E1FF1216E1FFA103640000001401781CA91D0000C3
2025-08-22T21:30:33.907Z,C3000049D100,0201060303E1FF1216E1FFA103640002000AFF0B00D1490000C3
2025-08-22T21:30:33.907Z,C3000049D100,0201060303E1FF1216E1FFA1036400000005FF0D00D1490000C3
2025-08-22T21:30:33.755Z,C300001DA91C,0201060303E1FF1216E1FFA10364000FFFF900FA1CA91D0000C3
2025-08-22T21:30:33.755Z,C3000049D100,0201060303E1FF1216E1FFA10364FFFE000FFF0600D1490000C3
2025-08-22T21:30:33.755Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFF600F31CA91D0000C3
2025-08-22T21:30:33.614Z,C300001DA91C,0201060303E1FF1216E1FFA10364FFF4FFF400EE1CA91D0000C3
2025-08-22T21:30:33.614Z,C3000049D100,0201060303E1FF1216E1FFA10364FFFE000FFF1800D1490000C3
2025-08-22T21:30:33.614Z,C300001DA91C,0201060303E1FF1216E1FFA10364000AFFF400F51CA91D0000C3
2025-08-22T21:30:33.614Z,C3000049D100,0201060303E1FF1216E1FFA103640000000CFF0800D1490000C3
2025-08-22T21:30:33.462Z,C300001DA91C,0201060303E1FF1216E1FFA103640019001401511CA91D0000C3
2025-08-22T21:30:33.462Z,C3000049D100,0201060303E1FF1216E1FFA10364FFF9000CFF0000D1490000C3
2025-08-22T21:30:33.311Z,C300001DA912,0201060303E1FF1216E1FFA10364008FFFC0FF3112A91D0000C3
2025-08-22T21:30:20.856Z,C300001DA91C,0201060303E1FF1216E1FFA10364FFFEFFF600F31CA91D0000C3
